sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
FRE-FT-5244|NAVY|SMALL,,Default,simple,,base,"Back for More Dolman Sleeve Tunic - NAVY - SMALL",,,,1,"Taxable Goods","Not Visible Individually",39.0000,,,,back-for-more-dolman-sleeve-tunic-navy-small-fre-ft-5244-navy-small,,,,/fre-ft-5244-navy-front.jpg,,/fre-ft-5244-navy-front.jpg,,/fre-ft-5244-navy-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Navy,color_filter=Blue,dfw_parent_ids=8926,display_name=Back for More Dolman Sleeve Tunic - NAVY - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=FT-5244",39.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5244-navy-front.jpg,/fre-ft-5244-navy-front.jpg,/fre-ft-5244-navy-front.jpg,/fre-ft-5244-navy-front.jpg,/fre-ft-5244-navy-back.jpg,/fre-ft-5244-navy-side.jpg","Back for More Dolman Sleeve Tunic - NAVY - LARGE Front,Back for More Dolman Sleeve Tunic - NAVY - MEDIUM Front,Back for More Dolman Sleeve Tunic - NAVY - SMALL Front,Back for More Dolman Sleeve Tunic - NAVY - XLARGE Front,Back for More Dolman Sleeve Tunic - NAVY - SMALL Back,Back for More Dolman Sleeve Tunic - NAVY - SMALL Side",,,,,,,,,,
FRE-FT-5244|NAVY|XLARGE,,Default,simple,,base,"Back for More Dolman Sleeve Tunic - NAVY - XLARGE",,,,1,"Taxable Goods","Not Visible Individually",39.0000,,,,back-for-more-dolman-sleeve-tunic-navy-xlarge-fre-ft-5244-navy-xlarge,,,,/fre-ft-5244-navy-front.jpg,,/fre-ft-5244-navy-front.jpg,,/fre-ft-5244-navy-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Navy,color_filter=Blue,dfw_parent_ids=8926,display_name=Back for More Dolman Sleeve Tunic - NAVY - XLARGE,last_import_date=4/4/17, 7:00 PM,size=X-Large,website_sku=FT-5244",18.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5244-navy-front.jpg,/fre-ft-5244-navy-front.jpg,/fre-ft-5244-navy-front.jpg,/fre-ft-5244-navy-front.jpg,/fre-ft-5244-navy-back.jpg,/fre-ft-5244-navy-side.jpg","Back for More Dolman Sleeve Tunic - NAVY - LARGE Front,Back for More Dolman Sleeve Tunic - NAVY - MEDIUM Front,Back for More Dolman Sleeve Tunic - NAVY - SMALL Front,Back for More Dolman Sleeve Tunic - NAVY - XLARGE Front,Back for More Dolman Sleeve Tunic - NAVY - XLARGE Back,Back for More Dolman Sleeve Tunic - NAVY - XLARGE Side",,,,,,,,,,
FRE-FT-5311|DENIM|LARGE,,Default,simple,,base,"Take Me Out To The Ball Game Top - DENIM - LARGE",,,,1,"Taxable Goods","Not Visible Individually",44.0000,,,,take-me-out-to-the-ball-game-top-denim-large-fre-ft-5311-denim-large,,,,/fre-ft-5311-denim-front.jpg,,/fre-ft-5311-denim-front.jpg,,/fre-ft-5311-denim-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Denim Blue,color_filter=Blue,dfw_parent_ids=8935,display_name=Take Me Out To The Ball Game Top - DENIM - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=FT-5311",26.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-back.jpg,/fre-ft-5311-denim-side.jpg","Take Me Out To The Ball Game Top - DENIM - LARGE Front,Take Me Out To The Ball Game Top - DENIM - MEDIUM Front,Take Me Out To The Ball Game Top - DENIM - SMALL Front,Take Me Out To The Ball Game Top - DENIM - X-LARGE Front,Take Me Out To The Ball Game Top - DENIM - LARGE Back,Take Me Out To The Ball Game Top - DENIM - LARGE Side",,,,,,,,,,
FRE-FT-5311|DENIM|MEDIUM,,Default,simple,,base,"Take Me Out To The Ball Game Top - DENIM - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",44.0000,,,,take-me-out-to-the-ball-game-top-denim-medium-fre-ft-5311-denim-medium,,,,/fre-ft-5311-denim-front.jpg,,/fre-ft-5311-denim-front.jpg,,/fre-ft-5311-denim-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Denim Blue,color_filter=Blue,dfw_parent_ids=8935,display_name=Take Me Out To The Ball Game Top - DENIM - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=FT-5311",20.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-back.jpg,/fre-ft-5311-denim-side.jpg","Take Me Out To The Ball Game Top - DENIM - LARGE Front,Take Me Out To The Ball Game Top - DENIM - MEDIUM Front,Take Me Out To The Ball Game Top - DENIM - SMALL Front,Take Me Out To The Ball Game Top - DENIM - X-LARGE Front,Take Me Out To The Ball Game Top - DENIM - MEDIUM Back,Take Me Out To The Ball Game Top - DENIM - MEDIUM Side",,,,,,,,,,
FRE-FT-5311|DENIM|SMALL,,Default,simple,,base,"Take Me Out To The Ball Game Top - DENIM - SMALL",,,,1,"Taxable Goods","Not Visible Individually",44.0000,,,,take-me-out-to-the-ball-game-top-denim-small-fre-ft-5311-denim-small,,,,/fre-ft-5311-denim-front.jpg,,/fre-ft-5311-denim-front.jpg,,/fre-ft-5311-denim-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Denim Blue,color_filter=Blue,dfw_parent_ids=8935,display_name=Take Me Out To The Ball Game Top - DENIM - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=FT-5311",19.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-back.jpg,/fre-ft-5311-denim-side.jpg","Take Me Out To The Ball Game Top - DENIM - LARGE Front,Take Me Out To The Ball Game Top - DENIM - MEDIUM Front,Take Me Out To The Ball Game Top - DENIM - SMALL Front,Take Me Out To The Ball Game Top - DENIM - X-LARGE Front,Take Me Out To The Ball Game Top - DENIM - SMALL Back,Take Me Out To The Ball Game Top - DENIM - SMALL Side",,,,,,,,,,
FRE-FT-5311|DENIM|X-LARGE,,Default,simple,,base,"Take Me Out To The Ball Game Top - DENIM - X-LARGE",,,,1,"Taxable Goods","Not Visible Individually",44.0000,,,,take-me-out-to-the-ball-game-top-denim-x-large-fre-ft-5311-denim-x-large,,,,/fre-ft-5311-denim-front.jpg,,/fre-ft-5311-denim-front.jpg,,/fre-ft-5311-denim-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Denim Blue,color_filter=Blue,dfw_parent_ids=8935,display_name=Take Me Out To The Ball Game Top - DENIM - X-LARGE,last_import_date=4/4/17, 7:00 PM,size=X-Large,website_sku=FT-5311",13.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-front.jpg,/fre-ft-5311-denim-back.jpg,/fre-ft-5311-denim-side.jpg","Take Me Out To The Ball Game Top - DENIM - LARGE Front,Take Me Out To The Ball Game Top - DENIM - MEDIUM Front,Take Me Out To The Ball Game Top - DENIM - SMALL Front,Take Me Out To The Ball Game Top - DENIM - X-LARGE Front,Take Me Out To The Ball Game Top - DENIM - X-LARGE Back,Take Me Out To The Ball Game Top - DENIM - X-LARGE Side",,,,,,,,,,
FRE-FT-5365|NAVY|LARGE,,Default,simple,,base,"Simple Perfection Top - NAVY - LARGE",,,,1,"Taxable Goods","Not Visible Individually",28.0000,,,,simple-perfection-top-navy-large-fre-ft-5365-navy-large,,,,/fre-ft-5365-navy-front.jpg,,/fre-ft-5365-navy-front.jpg,,/fre-ft-5365-navy-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Navy,color_filter=Blue,dfw_parent_ids=8940,display_name=Simple Perfection Top - NAVY - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=FT-5365",25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5365-navy-front.jpg,/fre-ft-5365-navy-front.jpg,/fre-ft-5365-navy-front.jpg,/fre-ft-5365-navy-back.jpg,/fre-ft-5365-navy-side.jpg","Simple Perfection Top - NAVY - LARGE Front,Simple Perfection Top - NAVY - MEDIUM Front,Simple Perfection Top - NAVY - SMALL Front,Simple Perfection Top - NAVY - LARGE Back,Simple Perfection Top - NAVY - LARGE Side",,,,,,,,,,
FRE-FT-5365|NAVY|MEDIUM,,Default,simple,,base,"Simple Perfection Top - NAVY - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",28.0000,,,,simple-perfection-top-navy-medium-fre-ft-5365-navy-medium,,,,/fre-ft-5365-navy-front.jpg,,/fre-ft-5365-navy-front.jpg,,/fre-ft-5365-navy-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Navy,color_filter=Blue,dfw_parent_ids=8940,display_name=Simple Perfection Top - NAVY - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=FT-5365",23.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5365-navy-front.jpg,/fre-ft-5365-navy-front.jpg,/fre-ft-5365-navy-front.jpg,/fre-ft-5365-navy-back.jpg,/fre-ft-5365-navy-side.jpg","Simple Perfection Top - NAVY - LARGE Front,Simple Perfection Top - NAVY - MEDIUM Front,Simple Perfection Top - NAVY - SMALL Front,Simple Perfection Top - NAVY - MEDIUM Back,Simple Perfection Top - NAVY - MEDIUM Side",,,,,,,,,,
FRE-FT-5365|NAVY|SMALL,,Default,simple,,base,"Simple Perfection Top - NAVY - SMALL",,,,1,"Taxable Goods","Not Visible Individually",28.0000,,,,simple-perfection-top-navy-small-fre-ft-5365-navy-small,,,,/fre-ft-5365-navy-front.jpg,,/fre-ft-5365-navy-front.jpg,,/fre-ft-5365-navy-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Navy,color_filter=Blue,dfw_parent_ids=8940,display_name=Simple Perfection Top - NAVY - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=FT-5365",31.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5365-navy-front.jpg,/fre-ft-5365-navy-front.jpg,/fre-ft-5365-navy-front.jpg,/fre-ft-5365-navy-back.jpg,/fre-ft-5365-navy-side.jpg","Simple Perfection Top - NAVY - LARGE Front,Simple Perfection Top - NAVY - MEDIUM Front,Simple Perfection Top - NAVY - SMALL Front,Simple Perfection Top - NAVY - SMALL Back,Simple Perfection Top - NAVY - SMALL Side",,,,,,,,,,
FRE-FT-5509|PEACH|LARGE,,Default,simple,,base,"This Time Around Keyhole Tank - PEACH - LARGE",,,,1,"Taxable Goods","Not Visible Individually",31.0000,,,,this-time-around-keyhole-tank-peach-large-fre-ft-5509-peach-large,,,,/fre-ft-5509-peach-front.jpg,,/fre-ft-5509-peach-front.jpg,,/fre-ft-5509-peach-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Peach,color_filter=Orange,dfw_parent_ids=8944,display_name=This Time Around Keyhole Tank - PEACH - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=FT-5509",35.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-back.jpg,/fre-ft-5509-peach-side.jpg","This Time Around Keyhole Tank - PEACH - LARGE Front,This Time Around Keyhole Tank - PEACH - MEDIUM Front,This Time Around Keyhole Tank - PEACH - SMALL Front,This Time Around Keyhole Tank - PEACH - XLARGE Front,This Time Around Keyhole Tank - PEACH - LARGE Back,This Time Around Keyhole Tank - PEACH - LARGE Side",,,,,,,,,,
FRE-FT-5509|PEACH|MEDIUM,,Default,simple,,base,"This Time Around Keyhole Tank - PEACH - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",31.0000,,,,this-time-around-keyhole-tank-peach-medium-fre-ft-5509-peach-medium,,,,/fre-ft-5509-peach-front.jpg,,/fre-ft-5509-peach-front.jpg,,/fre-ft-5509-peach-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Peach,color_filter=Orange,dfw_parent_ids=8944,display_name=This Time Around Keyhole Tank - PEACH - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=FT-5509",29.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-back.jpg,/fre-ft-5509-peach-side.jpg","This Time Around Keyhole Tank - PEACH - LARGE Front,This Time Around Keyhole Tank - PEACH - MEDIUM Front,This Time Around Keyhole Tank - PEACH - SMALL Front,This Time Around Keyhole Tank - PEACH - XLARGE Front,This Time Around Keyhole Tank - PEACH - MEDIUM Back,This Time Around Keyhole Tank - PEACH - MEDIUM Side",,,,,,,,,,
FRE-FT-5509|PEACH|SMALL,,Default,simple,,base,"This Time Around Keyhole Tank - PEACH - SMALL",,,,1,"Taxable Goods","Not Visible Individually",31.0000,,,,this-time-around-keyhole-tank-peach-small-fre-ft-5509-peach-small,,,,/fre-ft-5509-peach-front.jpg,,/fre-ft-5509-peach-front.jpg,,/fre-ft-5509-peach-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Peach,color_filter=Orange,dfw_parent_ids=8944,display_name=This Time Around Keyhole Tank - PEACH - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=FT-5509",32.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-back.jpg,/fre-ft-5509-peach-side.jpg","This Time Around Keyhole Tank - PEACH - LARGE Front,This Time Around Keyhole Tank - PEACH - MEDIUM Front,This Time Around Keyhole Tank - PEACH - SMALL Front,This Time Around Keyhole Tank - PEACH - XLARGE Front,This Time Around Keyhole Tank - PEACH - SMALL Back,This Time Around Keyhole Tank - PEACH - SMALL Side",,,,,,,,,,
FRE-FT-5509|PEACH|XLARGE,,Default,simple,,base,"This Time Around Keyhole Tank - PEACH - XLARGE",,,,1,"Taxable Goods","Not Visible Individually",31.0000,,,,this-time-around-keyhole-tank-peach-xlarge-fre-ft-5509-peach-xlarge,,,,/fre-ft-5509-peach-front.jpg,,/fre-ft-5509-peach-front.jpg,,/fre-ft-5509-peach-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Peach,color_filter=Orange,dfw_parent_ids=8944,display_name=This Time Around Keyhole Tank - PEACH - XLARGE,last_import_date=4/4/17, 7:00 PM,size=X-Large,website_sku=FT-5509",17.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-front.jpg,/fre-ft-5509-peach-back.jpg,/fre-ft-5509-peach-side.jpg","This Time Around Keyhole Tank - PEACH - LARGE Front,This Time Around Keyhole Tank - PEACH - MEDIUM Front,This Time Around Keyhole Tank - PEACH - SMALL Front,This Time Around Keyhole Tank - PEACH - XLARGE Front,This Time Around Keyhole Tank - PEACH - XLARGE Back,This Time Around Keyhole Tank - PEACH - XLARGE Side",,,,,,,,,,
FRE-FT1213|BLACK|LARGE,,Default,simple,,base,"Basically Perfect Long Sleeve V-Neck - BLACK - LARGE",,,,1,"Taxable Goods","Not Visible Individually",19.0000,,,,basically-perfect-long-sleeve-v-neck-black-large-fre-ft1213-black-large,,,,/fre-ft1213-black-front.jpg,,/fre-ft1213-black-front.jpg,,/fre-ft1213-black-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Black,color_filter=Black,dfw_parent_ids=8949,display_name=Basically Perfect Long Sleeve V-Neck - BLACK - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=FT1213",26.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg","Basically Perfect Long Sleeve V-Neck - BLACK - LARGE Front,Basically Perfect Long Sleeve V-Neck - BLACK - MEDIUM Front,Basically Perfect Long Sleeve V-Neck - BLACK - SMALL Front,Basically Perfect Long Sleeve V-Neck - BLACK - X-LARGE Front",,,,,,,,,,
FRE-FT1213|BLACK|MEDIUM,,Default,simple,,base,"Basically Perfect Long Sleeve V-Neck - BLACK - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",19.0000,,,,basically-perfect-long-sleeve-v-neck-black-medium-fre-ft1213-black-medium,,,,/fre-ft1213-black-front.jpg,,/fre-ft1213-black-front.jpg,,/fre-ft1213-black-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Black,color_filter=Black,dfw_parent_ids=8949,display_name=Basically Perfect Long Sleeve V-Neck - BLACK - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=FT1213",37.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg","Basically Perfect Long Sleeve V-Neck - BLACK - LARGE Front,Basically Perfect Long Sleeve V-Neck - BLACK - MEDIUM Front,Basically Perfect Long Sleeve V-Neck - BLACK - SMALL Front,Basically Perfect Long Sleeve V-Neck - BLACK - X-LARGE Front",,,,,,,,,,
FRE-FT1213|BLACK|SMALL,,Default,simple,,base,"Basically Perfect Long Sleeve V-Neck - BLACK - SMALL",,,,1,"Taxable Goods","Not Visible Individually",19.0000,,,,basically-perfect-long-sleeve-v-neck-black-small-fre-ft1213-black-small,,,,/fre-ft1213-black-front.jpg,,/fre-ft1213-black-front.jpg,,/fre-ft1213-black-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Black,color_filter=Black,dfw_parent_ids=8949,display_name=Basically Perfect Long Sleeve V-Neck - BLACK - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=FT1213",33.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg","Basically Perfect Long Sleeve V-Neck - BLACK - LARGE Front,Basically Perfect Long Sleeve V-Neck - BLACK - MEDIUM Front,Basically Perfect Long Sleeve V-Neck - BLACK - SMALL Front,Basically Perfect Long Sleeve V-Neck - BLACK - X-LARGE Front",,,,,,,,,,
FRE-FT1213|BLACK|X-LARGE,,Default,simple,,base,"Basically Perfect Long Sleeve V-Neck - BLACK - X-LARGE",,,,1,"Taxable Goods","Not Visible Individually",19.0000,,,,basically-perfect-long-sleeve-v-neck-black-x-large-fre-ft1213-black-x-large,,,,/fre-ft1213-black-front.jpg,,/fre-ft1213-black-front.jpg,,/fre-ft1213-black-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Black,color_filter=Black,dfw_parent_ids=8949,display_name=Basically Perfect Long Sleeve V-Neck - BLACK - X-LARGE,last_import_date=4/4/17, 7:00 PM,size=X-Large,website_sku=FT1213",6.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg,/fre-ft1213-black-front.jpg","Basically Perfect Long Sleeve V-Neck - BLACK - LARGE Front,Basically Perfect Long Sleeve V-Neck - BLACK - MEDIUM Front,Basically Perfect Long Sleeve V-Neck - BLACK - SMALL Front,Basically Perfect Long Sleeve V-Neck - BLACK - X-LARGE Front",,,,,,,,,,
"FRE-FT1213|BLUE SKY|LARGE",,Default,simple,,base,"Basically Perfect Long Sleeve V-Neck - BLUE SKY - LARGE",,,,1,"Taxable Goods","Not Visible Individually",19.0000,,,,basically-perfect-long-sleeve-v-neck-blue-sky-large-fre-ft1213-blue-sky-large,,,,/fre-ft1213-blue-sky-front.jpg,,/fre-ft1213-blue-sky-front.jpg,,/fre-ft1213-blue-sky-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Blue Sky,color_filter=Blue,dfw_parent_ids=8949,display_name=Basically Perfect Long Sleeve V-Neck - BLUE SKY - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=FT1213",41.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft1213-blue-sky-front.jpg,/fre-ft1213-blue-sky-front.jpg,/fre-ft1213-blue-sky-front.jpg,/fre-ft1213-blue-sky-front.jpg","Basically Perfect Long Sleeve V-Neck - BLUE SKY - LARGE Front,Basically Perfect Long Sleeve V-Neck - BLUE SKY - MEDIUM Front,Basically Perfect Long Sleeve V-Neck - BLUE SKY - SMALL Front,Basically Perfect Long Sleeve V-Neck - BLUE SKY - X-LARGE Front",,,,,,,,,,
"FRE-FT1213|BLUE SKY|MEDIUM",,Default,simple,,base,"Basically Perfect Long Sleeve V-Neck - BLUE SKY - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",19.0000,,,,basically-perfect-long-sleeve-v-neck-blue-sky-medium-fre-ft1213-blue-sky-medium,,,,/fre-ft1213-blue-sky-front.jpg,,/fre-ft1213-blue-sky-front.jpg,,/fre-ft1213-blue-sky-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Blue Sky,color_filter=Blue,dfw_parent_ids=8949,display_name=Basically Perfect Long Sleeve V-Neck - BLUE SKY - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=FT1213",39.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft1213-blue-sky-front.jpg,/fre-ft1213-blue-sky-front.jpg,/fre-ft1213-blue-sky-front.jpg,/fre-ft1213-blue-sky-front.jpg","Basically Perfect Long Sleeve V-Neck - BLUE SKY - LARGE Front,Basically Perfect Long Sleeve V-Neck - BLUE SKY - MEDIUM Front,Basically Perfect Long Sleeve V-Neck - BLUE SKY - SMALL Front,Basically Perfect Long Sleeve V-Neck - BLUE SKY - X-LARGE Front",,,,,,,,,,
"FRE-FT1213|BLUE SKY|SMALL",,Default,simple,,base,"Basically Perfect Long Sleeve V-Neck - BLUE SKY - SMALL",,,,1,"Taxable Goods","Not Visible Individually",19.0000,,,,basically-perfect-long-sleeve-v-neck-blue-sky-small-fre-ft1213-blue-sky-small,,,,/fre-ft1213-blue-sky-front.jpg,,/fre-ft1213-blue-sky-front.jpg,,/fre-ft1213-blue-sky-front.jpg,,,,"3/26/17, 8:36 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Blue Sky,color_filter=Blue,dfw_parent_ids=8949,display_name=Basically Perfect Long Sleeve V-Neck - BLUE SKY - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=FT1213",40.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/fre-ft1213-blue-sky-front.jpg,/fre-ft1213-blue-sky-front.jpg,/fre-ft1213-blue-sky-front.jpg,/fre-ft1213-blue-sky-front.jpg","Basically Perfect Long Sleeve V-Neck - BLUE SKY - LARGE Front,Basically Perfect Long Sleeve V-Neck - BLUE SKY - MEDIUM Front,Basically Perfect Long Sleeve V-Neck - BLUE SKY - SMALL Front,Basically Perfect Long Sleeve V-Neck - BLUE SKY - X-LARGE Front",,,,,,,,,,
